LIMIT_BAL,GENDER,MARRIAGE,AGE,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,DEFAULT
50000,1,1,25,21397,24233,23551,24848,26298,28112,3500,0,2000,2000,2400,0,YES
420000,1,1,40,4110,-150,6254,6023,0,0,0,6404,20,0,0,0,NO
260000,1,1,37,163553,192724,188441,191134,193673,197104,32000,0,7100,7000,6500,7000,YES
70000,2,2,36,1156,2254,2044,4152,3023,4014,2044,0,4000,0,2000,0,YES
70000,1,1,40,41986,31059,23283,11523,23516,1600,1455,1278,1000,235,1600,4316,NO
130000,1,2,42,836,836,836,836,836,836,836,836,836,836,836,836,NO
120000,2,2,35,500,2483,250,1579,223,421,2483,252,1579,223,421,8228,NO
50000,2,1,42,0,0,0,0,0,0,0,0,0,0,0,0,NO
90000,2,2,22,68663,65244,52452,35001,29675,28667,4341,2068,3315,1029,1334,1673,NO
20000,1,2,23,10242,18778,19065,18025,17414,17068,10000,1300,1300,609,700,1809,NO
250000,2,1,42,744,2244,1372,686,1522,686,2186,0,0,1522,0,4389,NO
160000,1,2,57,152689,148126,144978,141639,138383,134951,5500,5300,5053,5010,4850,5000,NO
130000,1,1,39,390,390,390,1068,3169,390,390,390,1068,3169,390,390,NO
30000,1,2,24,31529,30752,29991,29192,28210,28543,0,0,0,1100,1300,2000,NO
20000,1,2,24,4127,5557,7458,7192,7923,7647,1500,2000,0,1000,0,1000,YES
400000,2,1,44,0,804,11192,0,0,0,804,11242,0,0,0,0,NO
400000,2,1,34,95390,95654,97702,98972,101154,102371,2988,3780,3000,3004,2988,2827,NO
50000,2,2,28,52775,54397,55328,42511,31032,34510,2500,2000,2000,5000,4000,3000,YES
50000,1,2,44,40151,38951,28984,29422,0,0,2000,2000,2000,0,0,0,NO
380000,1,1,41,3907,13253,-4,-4,-4,-4,13345,0,0,0,0,0,YES
180000,2,2,27,126195,127881,128491,124080,126154,130064,6000,4575,0,4600,6000,3100,NO
50000,1,2,27,35905,35028,36373,37165,39539,40454,0,1908,1700,3000,1700,1700,NO
190000,2,2,46,124245,126722,129376,132016,134632,137470,4536,4696,4791,4811,5000,5033,NO
140000,2,2,29,43030,44335,45351,46317,55506,56609,2000,1755,1721,10000,2028,3000,NO
350000,2,2,35,314309,313673,322806,328616,278858,281692,13000,15074,20353,10040,15000,10000,NO
20000,1,1,35,17584,19819,11280,3680,4480,1650,3013,1005,1000,3000,1650,0,NO
330000,1,1,43,0,0,0,0,0,0,0,0,0,0,0,0,YES
20000,2,1,42,16478,19187,18592,19431,19993,-1000,2994,0,1238,800,0,1000,YES
100000,2,1,40,-14,1452,4091,3011,5955,0,1466,4091,3020,5955,0,2835,NO
80000,1,2,25,78230,76277,36232,30200,30326,30290,2289,1005,31063,1094,1109,1013,NO
20000,1,1,27,20285,20256,20539,19725,19836,12559,1500,1800,1200,751,1000,0,NO
120000,1,1,42,7722,9591,10687,11905,11420,12081,2000,1400,1700,0,1000,700,YES
180000,2,2,35,24414,22479,21802,20100,16629,15628,2483,2808,2101,3,2000,0,NO
70000,2,1,32,70122,69080,68530,69753,70111,70212,2431,3112,3000,2438,2500,2554,NO
180000,1,2,30,3229,0,6709,6366,1950,1931,0,6709,0,1950,1931,16486,NO
50000,2,2,23,45345,46403,38343,32214,17292,7501,2010,2046,1866,310,300,483,NO
200000,2,1,37,5766,6786,7796,8512,10205,11032,1274,1284,1000,2000,1000,574,NO
50000,1,2,23,49798,50795,50150,9658,10011,9345,2193,2040,330,492,332,500,NO
30000,2,1,24,26755,27828,29103,29565,26319,27738,1507,2172,1523,0,2000,2000,YES
20000,1,2,24,20569,19927,16371,17291,18001,18706,0,0,1500,1000,1000,836,YES
50000,1,2,24,390,0,672,-108,2830,0,0,672,0,2938,0,0,YES
230000,2,2,26,363,363,363,372,1971,2566,363,363,372,1971,1000,865,NO
230000,1,1,29,50845,48170,46987,45669,44510,43084,1768,1769,1635,1660,1544,1445,NO
140000,1,2,28,82265,86127,84107,82362,74000,60977,5747,0,0,0,2600,2800,YES
220000,2,2,29,0,799,0,5501,3816,15448,799,0,5501,3816,15448,4179,NO
10000,1,2,33,8417,6281,8567,10046,10063,10132,1700,4700,2502,1500,3000,0,NO
130000,1,2,39,66548,71034,69329,74175,72383,77217,5600,0,6000,0,6000,0,YES
160000,1,2,29,0,6285,0,0,0,0,6285,0,0,0,0,0,NO
140000,1,1,27,-488,-488,-488,-488,-488,-488,0,0,0,0,0,0,NO
180000,2,1,33,3490,0,1112,10383,1980,2672,0,1112,10383,1980,2672,2197,NO
100000,2,1,41,107224,107126,101859,79519,74368,58481,7000,3533,2673,3500,4303,3023,NO
20000,2,1,27,10489,8652,7143,6044,780,116,1222,1200,1004,780,116,806,YES
30000,2,2,23,27013,26590,26249,22721,17650,25602,1470,1889,1400,384,1000,0,NO
100000,1,1,45,94502,95697,98222,90500,82586,22620,5000,5000,3203,2103,50000,0,NO
10000,1,1,45,6321,6075,10062,6267,-610,-220,0,4312,0,0,780,1150,NO
130000,2,1,48,0,1240,1487,1279,749,440,1240,1487,1279,749,440,849,NO
80000,2,2,23,24215,30798,30350,32469,32663,34909,10000,2000,2500,2000,3000,1000,NO
450000,2,1,38,0,0,0,0,0,0,0,0,0,0,0,0,NO
70000,2,1,34,43071,47338,51424,45121,5515,10424,5000,5000,5000,5000,5000,5000,NO
310000,2,1,35,2948,62593,152141,125325,109142,103020,62635,100042,4017,9184,4081,6042,NO
30000,2,2,23,29944,29399,28632,30363,29594,30932,206,0,2500,0,2000,0,NO
60000,1,1,42,19489,20496,21702,22360,19760,0,1336,1542,1200,500,0,0,NO
330000,2,1,41,0,0,0,0,0,0,0,0,0,0,0,0,YES
200000,1,1,41,92272,69963,67223,69167,69289,70333,6582,0,2943,2301,2374,2500,NO
200000,1,1,27,112133,116017,119576,121954,124517,127441,5693,7000,4362,4525,5000,5000,NO
20000,1,2,31,2400,2400,2400,2400,2400,2400,0,0,0,0,0,0,YES
80000,2,1,37,1324,1087,0,5963,1280,1243,1087,0,5963,1280,1243,1216,NO
220000,2,1,32,84942,56366,4252,6129,6423,7208,2500,1500,2000,500,1000,1000,NO
210000,2,2,30,73903,72153,73634,75095,76886,78604,0,2674,2687,3000,3000,3000,NO
130000,2,2,25,128976,131763,128300,89007,90126,98665,7100,6000,4200,3500,10000,0,NO
80000,2,1,39,21340,22389,23017,22349,22791,23331,1700,1280,0,814,905,30331,NO
160000,1,2,42,43753,46869,45856,48818,49640,48737,4100,0,4000,1700,0,2000,NO
240000,2,2,30,3376,0,4649,1528,7378,682,0,4649,1533,7378,0,0,NO
230000,2,2,29,33511,34892,31917,33361,34056,32353,2000,1600,2000,1500,1500,2000,NO
50000,1,2,30,52419,51309,51135,48371,56294,61259,0,2500,2271,50000,10100,3000,NO
310000,2,2,26,27283,28286,29427,29548,29839,30532,1459,1600,1607,898,1000,918,NO
380000,2,2,31,381530,385605,257188,145505,142529,229320,32640,18077,12005,10028,28888,25000,NO
60000,2,1,28,60718,60791,46345,44425,17785,17796,2258,0,1573,800,800,800,NO
50000,2,2,58,24885,26250,26955,27647,28149,28940,1772,1447,1139,1100,1262,1009,NO
160000,2,1,36,25386,2542,2916,4257,629,6267,2549,2916,4321,700,6267,1727,NO
180000,1,1,45,119109,119166,121661,122244,119536,109210,6000,6000,5000,4200,3862,3887,NO
30000,2,2,51,770,-10,390,3797,0,0,0,400,3797,0,0,0,NO
30000,2,2,26,30028,26208,28804,22335,17448,17448,0,3400,0,0,0,0,YES
360000,2,1,46,6402,13301,3762,7483,6399,9145,13389,3785,7527,6418,9187,15762,YES
360000,2,2,26,724,125,416,190,190,66,125,418,190,0,66,151,NO
50000,2,1,53,4794,3848,4682,4521,4165,4809,4000,5000,5000,4200,4810,4763,NO
450000,2,2,29,371724,359672,56033,31126,18345,12836,10000,1500,2109,5000,1000,3020,NO
80000,1,2,26,27897,24833,23331,21964,19664,2544,0,1527,1500,540,2544,2789,YES
130000,2,2,24,9920,5500,670,670,670,670,5555,670,0,0,0,0,NO
310000,1,2,26,304091,309627,315544,309272,240119,235799,12805,13567,13203,8765,9643,9035,NO
350000,2,2,53,5095,4815,61044,22611,1385,6043,4840,61349,22687,1389,6058,1153,NO
350000,1,1,42,671,671,671,671,671,30727,671,671,671,671,30727,821,YES
120000,2,1,40,57816,62139,60584,63871,62251,63443,5900,0,4900,0,2500,2500,YES
50000,1,1,32,46827,48134,49550,48377,18727,19116,2084,2500,1135,497,514,335,NO
200000,2,2,40,99729,139201,155871,193666,216666,18871,59201,35000,54461,46666,18871,0,NO
130000,1,1,45,58180,59134,61156,62377,63832,65099,2886,2908,2129,2354,2366,2291,NO
60000,2,1,47,33867,35303,36032,37431,37863,38954,2000,1601,2000,1354,1700,1010,NO
130000,1,1,33,390,390,390,390,390,390,390,390,390,390,390,390,NO
50000,2,1,32,49330,49547,49740,50275,20089,19964,2150,2100,2097,1289,712,713,NO
350000,2,2,32,10830,2749,3229,3096,6373,10531,2749,3229,3500,4000,5000,4000,NO
210000,1,1,39,3391,775,450,125,800,325,1000,0,0,1000,0,650,NO
120000,1,3,42,3135,4422,5540,6442,7182,8057,1500,1200,1000,1000,1000,1000,NO
260000,2,2,27,0,0,0,0,0,0,0,0,0,0,0,0,NO
60000,2,2,41,60672,58929,60335,59384,60861,59241,2741,3000,2300,2600,2200,2665,NO
20000,1,1,50,14123,16758,17494,16916,18135,17703,3200,1300,0,1500,0,1200,NO
80000,2,2,44,80610,81008,80725,50472,50340,42393,6502,4000,1889,2000,7700,9600,NO
200000,2,2,33,47132,27179,13457,-387,-387,-387,1917,1000,0,0,0,0,NO
360000,1,1,37,25078,20970,14407,6820,10099,7806,21006,14430,6820,10099,7806,7862,NO
30000,1,2,26,27889,26990,24706,25022,26405,25861,2875,4900,2000,2100,0,2500,NO
70000,1,2,33,70524,70740,46740,0,0,0,2500,2000,0,0,0,0,NO
20000,2,1,56,9061,8769,9680,9376,9720,10962,0,1200,0,500,1400,0,YES
240000,2,1,55,74270,75959,80473,78883,80625,79334,3200,6100,0,2900,3000,3100,NO
230000,1,1,41,1552,792,19272,1172,1172,2246,792,19272,1172,1172,2246,1172,NO
40000,1,2,26,0,0,0,0,2605,3554,0,0,0,2605,1000,2000,NO
50000,2,1,46,569,1436,3220,6592,5085,1050,1440,3224,6621,5396,1050,0,YES
270000,1,1,40,42598,44610,46666,48685,49574,50622,3036,3092,3111,2000,2000,2000,YES
320000,1,1,35,2695,500,0,0,0,0,505,368,0,0,0,0,NO
500000,2,2,45,0,0,1742,27291,0,0,0,1742,27291,0,0,6386,NO
360000,2,1,42,22237,5683,1632,1632,22379,8901,6695,1632,1632,22379,8901,4852,NO
510000,2,1,34,10554,568,22058,23205,11571,12179,1074,22657,11586,24637,12719,20798,NO
360000,1,2,29,229928,32890,-10,-10,2150,0,4905,0,0,2160,0,0,NO
500000,2,1,51,8864,1462,18653,45391,1460,580,1462,18661,45402,1460,580,1588,NO
100000,2,1,46,39245,41602,47885,46817,48400,51588,3000,7000,0,2500,4000,0,NO
50000,2,1,32,48508,49213,38280,12305,6436,0,3037,1800,1130,2000,0,0,NO
440000,2,1,54,293717,254498,169622,169140,152404,138447,9700,6323,5700,4800,4000,4500,NO
220000,2,1,46,249449,243517,228368,224414,196229,190050,9501,0,10000,7200,7001,6900,NO
80000,1,1,43,435,4495,5333,7136,7599,7554,4495,1500,2500,1000,500,1000,NO
260000,2,2,39,231024,208119,213219,202106,208890,215455,10000,10000,8000,10000,10000,20000,NO
480000,1,1,31,55346,58411,58883,59452,61168,56931,4000,3000,3000,3000,3000,3000,NO
20000,2,2,27,7486,7826,9574,12101,17128,13395,2000,4574,5101,5128,3395,5385,NO
160000,1,1,48,0,0,0,0,0,0,0,0,0,0,0,0,NO
180000,2,2,34,41699,42812,44132,24594,25686,26780,1800,2100,1500,1500,1500,1200,NO
230000,2,1,55,7302,4561,5975,11072,10021,14431,2001,2001,6018,5007,5010,7053,NO
90000,2,2,31,22259,23418,24443,26695,25967,26946,1838,1408,2660,0,1400,2000,YES
450000,2,1,40,5512,19420,1473,560,0,0,19428,1473,560,0,0,1128,YES
50000,1,2,38,15116,14876,17325,16754,17175,17588,300,3000,0,1000,690,650,YES
50000,2,1,22,48255,41550,35553,23711,25975,900,2400,1842,1000,1928,900,31150,NO
200000,1,1,44,4735,3668,21602,3760,2925,16751,3679,21666,4971,2933,16759,5010,NO
300000,2,2,26,277680,281719,284381,155562,158448,162626,12005,10155,6000,5000,6000,6000,NO
320000,1,2,32,1043,0,20012,34438,1082,8807,0,20012,15000,1082,8807,787,NO
190000,2,2,24,15740,106602,100177,102308,104614,106847,106602,3700,3800,4000,4075,10000,NO
30000,1,2,25,29108,29806,30477,30651,30107,26304,1800,1800,1300,1560,1000,1100,YES
360000,1,2,29,205119,209680,213527,174907,126309,97746,8270,8423,6753,5139,5000,4000,NO
50000,1,2,25,7180,6922,7849,8018,8884,8593,0,1200,300,1000,0,1000,YES
20000,2,2,24,12764,12267,13266,12756,13801,13439,0,1500,0,1259,0,1200,YES
50000,1,2,27,43341,44442,45408,48279,47406,48553,1800,1729,3600,0,2055,2100,NO
210000,2,2,26,-12,488,488,488,-260,-506,500,0,0,0,0,0,NO
20000,1,2,22,16132,16562,19279,20663,20043,19584,1000,3000,2000,0,0,1803,YES
30000,2,2,38,24524,25546,28820,28538,28208,29326,1426,3700,718,1500,1500,3000,YES
430000,1,1,51,4704,9714,13247,27555,17389,2919,9723,13298,27570,0,2919,96117,NO
380000,1,1,37,15019,4162,2107,0,1630,0,4472,2107,0,1630,0,0,NO
430000,2,1,30,332721,277080,219739,210142,179350,130328,10896,8123,7522,7003,4700,5000,YES
280000,2,2,31,326,326,0,326,652,0,326,0,326,652,0,652,NO
290000,2,2,24,11157,0,0,0,2700,1350,0,0,0,2700,0,1350,NO
180000,2,1,46,82505,86302,84020,97554,95878,112141,6000,0,15000,0,18000,0,NO
60000,2,2,23,60380,55367,111334,19358,19760,20223,2296,2510,838,862,1015,400,YES
50000,1,2,28,48963,50381,50287,20406,20206,19690,2500,1293,839,870,940,865,NO
340000,2,1,47,169842,158469,154170,135951,123353,110723,7000,14000,0,4000,4000,5000,NO
140000,2,2,26,271896,141057,144306,141949,141345,136379,14000,7200,19000,10400,0,4931,YES
210000,2,1,54,16355,18063,18077,14113,7049,2026,3000,2000,3000,150,2026,1026,NO
20000,2,1,36,21309,22693,20899,20014,19331,17176,3150,0,800,850,660,650,NO
230000,2,2,42,64489,58611,54463,53008,52835,40015,3100,5000,5000,10000,3000,5000,NO
180000,1,2,27,29735,24414,18300,16908,37319,34978,19000,5000,10009,22000,20000,15000,NO
50000,2,1,47,48433,49664,49405,47522,28711,28060,3500,2013,1863,1006,1300,2500,NO
170000,2,2,32,71752,73282,74707,75626,75845,25140,2687,2671,3100,3286,1100,1000,NO
100000,2,1,38,36414,37516,38622,37706,38148,40630,2000,2000,0,1369,3100,0,NO
210000,1,2,33,1024,264,264,264,42515,43104,264,264,264,42515,1559,1472,NO
520000,1,1,38,98615,102085,102762,104865,106947,109507,5102,3800,3803,3822,4277,4868,NO
360000,2,2,27,44179,37697,29686,23724,5576,2273,1498,1799,1008,120,2289,5302,NO
320000,2,2,31,3615,3707,5406,3144,1644,1925,3707,5406,3157,1644,1925,0,NO
50000,1,1,37,24801,27600,26858,28209,29108,29980,3200,0,1800,1500,1500,2500,YES
500000,1,1,39,32647,1832,1920,21734,1837,96,1832,1920,21734,1837,0,19637,YES
200000,1,1,40,91368,92989,99704,101169,103401,109831,4000,8300,4000,4000,8300,0,YES
30000,2,2,26,23064,25479,24705,25202,26608,25926,3100,0,791,1699,0,1000,YES
190000,2,1,56,67211,63278,57104,57380,58225,58847,2818,2700,2191,2300,2130,2280,NO
240000,1,1,50,52771,54522,55634,56628,58228,59985,3000,2400,2300,2300,2500,2100,NO
110000,2,1,31,0,0,0,0,163,63755,0,0,0,163,63755,2000,NO
50000,2,1,50,12164,13475,14197,15207,15509,15834,1521,1243,1253,555,575,579,NO
200000,1,1,32,3254,1988,2780,3107,6687,24524,1998,2795,3117,6700,24538,2797,NO
180000,1,2,32,85040,77213,68131,62704,60133,59335,2937,2226,2271,2108,3012,1933,NO
30000,2,1,41,28041,23367,22843,23044,25082,25648,13,2003,2008,5000,1005,3016,NO
360000,2,1,42,64268,45659,18875,7742,5572,131869,2339,4564,2200,1000,131869,3862,NO
20000,1,2,54,37720,12266,8999,8810,10167,11710,1200,1200,1600,1500,1700,1000,NO
200000,2,1,32,101685,100328,151733,147327,59949,39197,4000,59949,6000,2000,2000,2000,NO
10000,1,2,28,3717,3659,5640,5401,6811,6567,150,2200,0,1500,0,6000,YES
180000,1,2,38,114091,124233,125768,126202,127677,99764,12100,5000,4200,3000,5000,2000,YES
50000,1,2,31,40754,41588,43409,45919,48530,0,2000,2000,3000,3000,0,0,NO
30000,1,2,49,24597,26852,23117,24800,29410,23905,3000,0,3000,5000,23905,23771,NO
20000,2,1,27,7286,2160,780,0,0,0,1006,780,0,0,0,0,NO
180000,2,1,58,0,0,750,1576,1504,0,0,750,1576,1504,0,1000,NO
80000,2,1,51,6203,6133,4802,3086,1726,1015,1094,1075,1000,35,1015,390,NO
80000,2,1,46,73366,76178,78560,49399,48420,50600,4000,4000,2000,3000,3003,3003,NO
150000,2,1,39,16878,7632,33019,31366,31709,42632,5000,30000,3000,5000,15000,6000,NO
40000,2,2,25,39092,39816,40817,39082,38091,40159,1967,3300,0,1400,3100,0,YES
180000,2,1,25,134733,120775,112784,114794,105248,107130,9148,4030,4211,3798,4000,4327,NO
510000,2,1,35,62382,55076,113654,104449,95937,96634,5000,70000,3500,4000,3500,5000,NO
140000,2,1,28,115019,115647,121304,122331,125296,127788,4000,9000,4500,5000,4639,0,YES
170000,2,1,40,69602,61493,58298,60343,61176,62092,2128,2729,4000,2169,2241,2258,NO
30000,2,1,30,12109,12917,13909,13394,13036,15019,1300,1500,0,0,2200,0,YES
280000,1,1,42,173092,160948,146106,97334,91671,81030,5853,4422,3138,2817,2927,2334,YES
290000,2,1,50,173564,176233,171993,183510,179061,182891,7000,0,14367,0,6700,7000,NO
70000,2,2,25,5412,5177,6291,9085,9270,6821,0,1206,3000,185,200,0,YES
300000,2,2,35,294344,302638,300159,226705,229739,232942,15000,11311,7941,8412,9000,5258,NO
470000,2,2,26,169699,170309,167876,170610,173643,178083,6200,7000,5716,5982,7000,5500,NO
50000,2,2,33,26740,12498,16264,17918,16072,17041,2000,4000,2000,1000,2000,2396,NO
360000,2,2,29,148582,96639,82386,50887,52249,35311,90044,10090,50006,20000,5000,20000,NO
70000,2,2,26,42583,43600,47550,46487,47298,46384,2000,5000,0,1700,0,3700,YES
50000,2,3,52,50671,50525,38240,18443,20065,20296,1844,1292,804,5717,823,1299,NO
110000,2,1,59,100800,40387,37689,37750,33281,30968,1914,2000,2000,1300,1500,5000,NO
240000,2,1,36,232031,226221,222929,215858,210887,205828,8193,9000,6600,6400,6382,5994,NO
50000,2,2,33,16926,17749,18760,19132,19533,19936,1400,1312,684,709,728,709,NO
170000,2,1,41,1000,0,978,1009,1101,0,0,978,1009,1101,0,912,NO
100000,2,1,38,66459,43930,25762,27848,66537,57506,0,1700,3000,40000,2500,2560,NO
30000,2,2,21,28409,28530,29435,30841,29434,16565,2000,2000,2000,1765,331,0,NO
260000,1,2,34,87281,96870,115398,146597,159844,145729,15000,20084,50029,20139,15147,12025,NO
300000,2,1,59,12982,10114,10195,34010,20854,64741,11138,10217,34039,20854,64741,39441,NO
130000,1,2,46,110766,114977,120976,40177,41529,43734,6000,9000,2000,2000,3000,4000,YES
70000,2,2,38,70621,69821,68683,68771,55168,49674,2506,3500,2104,2015,2001,2102,NO
30000,1,2,26,200,200,200,200,200,200,0,0,0,0,0,0,YES
170000,2,1,29,79091,62575,63317,63903,43505,43995,2235,2493,2585,1683,1901,2111,NO
150000,2,1,40,4083,10193,12620,13027,17760,83146,6248,4620,3027,7050,75415,6056,NO
80000,1,2,34,61231,62423,63827,64682,65614,67007,2800,3000,2500,2600,2600,2600,YES
150000,2,2,30,12516,5568,6106,4357,0,0,5568,6106,4357,0,0,0,NO
230000,2,2,24,14979,2480,1434,1420,9225,19013,2480,1434,1420,9225,10000,15000,NO
50000,2,2,27,20762,22382,21343,14850,12315,10391,2000,1622,2013,500,500,500,NO
180000,2,2,26,390,390,5248,4167,780,467,390,5248,5,780,467,3513,NO
370000,1,2,36,47269,43531,59801,53925,30534,23618,2000,20000,8000,0,1000,0,NO
50000,2,2,28,1876,1690,429,4836,1170,780,0,0,4836,0,0,0,YES
420000,2,2,32,211688,205003,203118,198925,175684,164037,7300,8839,8000,5900,6000,6000,NO
50000,2,1,30,43334,41935,14854,14125,12176,13827,1986,1040,1000,1000,3000,1000,NO
10000,2,2,34,8014,9170,9180,8300,0,0,1300,1000,1166,0,0,0,NO
300000,2,2,32,139578,123041,110751,99222,83859,72220,6000,4500,3500,3000,3000,7500,NO
200000,2,1,35,195441,192803,304997,188504,189527,192851,8597,8583,6880,7235,6839,6600,YES
340000,1,1,43,-15,-15,-15,-15,-15,-15,0,0,0,0,0,0,YES
50000,1,1,57,49543,41465,24091,20071,19221,19622,1500,1328,1600,700,696,707,NO
180000,2,2,28,51085,48531,55352,63055,75046,65184,5014,10000,10000,15057,10010,10036,NO
80000,2,2,27,83120,51347,44878,42108,28316,29523,1764,1906,2000,2000,2000,2000,NO
20000,1,2,25,19791,19591,15788,14911,11699,12224,1917,1000,1000,1000,1068,0,YES
180000,2,2,28,103203,108032,109741,112907,115924,118832,6500,5000,5000,5000,5000,5000,NO
180000,2,2,27,980,980,376,0,2202,150,0,376,0,2202,0,819,NO
50000,1,2,22,50043,98450,48689,19773,19931,19237,1000,2000,900,900,1000,1000,NO
200000,2,1,34,17822,19741,18718,15033,12785,8426,19855,18914,15112,12849,8468,27378,NO
360000,2,2,30,132250,132655,135959,139796,143642,147418,5000,5000,5000,5000,5000,5000,NO
30000,2,2,23,28239,29974,29841,27592,17569,4059,2500,1011,301,37,17,0,NO
180000,2,2,35,119333,123150,0,0,0,0,6000,0,0,0,0,0,NO
20000,2,2,22,15090,15199,17111,18422,18234,18217,1500,3000,2000,779,796,788,NO
200000,2,1,54,2841,1709,1312,2404,3786,1916,0,1312,2404,3786,1916,2299,NO
60000,1,2,43,0,0,780,0,0,0,0,780,0,0,0,0,NO
140000,2,1,48,907,19830,11639,14362,0,46514,19891,11639,14362,0,46514,2400,NO
150000,1,2,32,3354,-18,-18,-18,-18,-18,0,0,0,0,0,0,YES
220000,2,2,36,5385,5337,5484,5342,5618,5236,5363,5511,5368,5646,5262,3894,YES
160000,2,2,27,97375,112373,119017,104417,62975,53299,20000,10000,3017,0,3000,2000,NO
20000,1,2,25,6174,7543,7255,3887,5887,0,2000,28,0,2000,0,0,YES
130000,1,2,42,130888,133400,0,0,0,0,6000,0,0,0,0,0,NO
500000,2,1,34,412,138,2299,1251,1206,1151,138,2299,1251,1206,1151,15816,NO
180000,2,3,43,81147,172920,176711,127004,114179,129622,101522,10264,4598,9600,20000,5000,NO
150000,1,2,30,8821,5943,6569,24604,4878,1477,5964,6588,24677,4896,1477,4303,NO
100000,2,1,35,390,390,0,780,0,0,390,0,780,0,0,0,NO
260000,2,1,45,4856,1853,108,0,134,4950,1853,108,0,134,4950,500,NO
110000,2,2,24,9334,108868,96998,94480,90860,85529,100082,4200,0,3000,3140,4900,NO
10000,1,2,29,9893,8694,8365,9526,9711,9764,1125,1146,1307,492,357,901,NO
160000,1,2,29,2275,0,0,0,0,0,0,0,0,0,0,0,NO
170000,2,2,37,49699,32301,74152,38579,77819,47975,32305,74198,38804,66000,40970,25156,NO
360000,1,2,45,287,29646,9251,18860,-40,-40,29794,9297,18954,0,0,0,NO
90000,1,2,33,498,498,498,498,3482,2793,498,498,498,3482,0,483,NO
20000,2,2,23,1174,1283,0,2616,600,0,1283,0,2616,600,780,1398,YES
50000,2,1,35,22500,5000,0,0,0,0,5000,0,0,0,0,640,NO
10000,2,2,37,6993,4165,5794,9576,7818,7580,6495,5794,9585,7580,152,390,NO
200000,2,1,41,0,5932,5674,1484,4680,0,5932,0,0,4680,0,0,NO
20000,2,2,35,15852,16861,17884,18590,18959,19347,1579,1602,1308,677,692,1577,YES
280000,2,1,39,186838,190570,194189,189806,201410,205479,8000,8000,0,14500,7300,7500,YES
50000,1,2,47,15019,16026,17257,41868,23201,18623,1263,1494,25105,728,651,624,NO
400000,1,2,27,58995,63064,60984,61034,60881,46569,5000,0,500,39,707,0,NO
50000,2,2,26,27056,27031,28317,28568,27302,28171,700,2062,969,700,1500,1500,YES
200000,1,1,65,1269,3784,5755,2255,8014,3635,3789,5860,2282,8042,3640,4850,NO
440000,2,2,36,0,0,0,0,0,0,0,0,0,0,162000,0,NO
420000,2,1,29,3020,2916,1985,6850,1822,4249,2916,1985,6860,1822,4249,444,NO
240000,2,2,30,9028,-1868,-1868,-1868,-1868,-1868,0,0,0,0,0,0,YES
440000,1,2,30,390512,200426,170209,136020,101744,78482,10063,7784,4632,3458,2671,2027,NO
210000,2,2,38,0,0,0,0,0,0,0,0,0,0,0,0,NO
380000,2,1,37,13415,14381,13277,14291,15949,15556,1204,1300,1242,1900,0,3000,NO
380000,2,1,35,472,14985,10472,39993,25356,39772,14985,10472,39993,25356,39772,54002,NO
200000,2,1,42,1554,1645,1408,1800,819,886,1345,1108,669,0,886,2415,NO
80000,2,2,34,75517,77078,73783,68909,66308,60687,6000,2000,0,5065,6235,3000,YES
250000,1,1,42,-8,-8,1632,-88,17451,43978,0,1640,0,17539,44197,1758,NO
200000,2,2,26,153900,0,0,0,3533,4053,0,0,0,3533,1000,1500,NO
120000,2,1,33,0,0,0,0,197,0,0,0,0,197,0,0,NO
90000,2,1,25,58502,57846,50663,45515,42599,38559,3043,2018,2033,2016,2010,2010,NO
210000,2,1,39,26624,25903,28719,27964,28364,28855,0,3550,0,1164,1100,1118,NO
300000,2,1,28,390,390,390,390,390,390,390,390,390,390,390,390,YES
150000,1,2,32,52582,57496,55705,57210,57084,13194,6395,0,2100,222,1000,650,YES
270000,2,1,33,1481,3952,25237,44395,44741,45209,3952,22438,20000,1587,2000,4000,NO
480000,2,1,36,19311,13368,7000,7331,7000,7000,1368,1000,7331,7000,7000,7000,NO
50000,1,1,29,49660,47359,45517,29699,28877,29531,2000,1500,2000,1100,2000,12000,YES
20000,2,1,46,10145,9836,10525,18930,19320,19861,0,1000,9000,1000,1000,400,YES
80000,2,1,31,51346,52955,54063,54608,55695,56786,3000,2500,2000,2500,2500,2500,NO
200000,2,1,41,0,0,0,0,0,0,0,0,0,0,0,504,NO
50000,1,2,34,46413,50056,49072,49724,19801,14301,4729,86,2198,1198,600,1000,NO
130000,1,2,45,13513,11800,2522,1261,390,390,1000,2522,0,390,390,390,NO
100000,1,1,45,42049,43570,44601,45598,46752,48008,2200,2100,2000,2000,2010,2006,NO
520000,2,1,54,653062,671563,689627,706864,383160,294641,28500,30500,30000,15000,15000,0,NO
220000,1,2,29,122286,122839,123035,114385,115903,118528,5008,5007,6007,5000,4700,5503,NO
50000,2,2,30,0,10228,49243,49651,22569,15429,10228,40000,993,10100,8926,9748,NO
80000,2,2,30,48006,48159,46099,47039,48286,48974,2100,3000,2000,2000,2000,2000,NO
20000,1,2,22,17875,20524,17478,18224,18926,19627,3300,0,1500,1000,1000,1000,NO
260000,2,2,29,3735,-8,4865,507,3787,1443,0,4873,507,3787,1443,0,YES
160000,2,2,33,161771,172632,168541,164310,162681,163005,15000,0,0,6100,12300,6100,NO
